t_s,v_kmh,P_wheel_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
1389.7000,0.0000,0.0000,2.0000,7.8708,0.1517,0.0000
1389.8000,0.0000,0.0000,2.0000,7.8708,0.1520,0.0000
1389.9000,0.0000,0.0000,2.0000,7.8708,0.1522,0.0000
1390.0000,0.0000,0.0000,2.0000,7.8708,0.1524,0.0000
1390.1000,0.0000,0.0000,2.0000,7.8708,0.1526,0.0000
1390.2000,0.0000,0.0000,2.0000,7.8708,0.1528,0.0000
1390.3000,0.0000,0.0000,2.0000,7.8708,0.1531,0.0000
1390.4000,0.0000,0.0000,2.0000,7.8708,0.1533,0.0000
1390.5000,0.0000,0.0000,2.0000,7.8708,0.1535,0.0000
1390.6000,0.0000,0.0000,2.0000,7.8708,0.1537,0.0000
1390.7000,0.0000,0.0000,2.0000,7.8708,0.1539,0.0000
1390.8000,0.0000,0.0000,2.0000,7.8708,0.1541,0.0000
1390.9000,0.0000,0.0000,2.0000,7.8708,0.1544,0.0000
1391.0000,0.0000,0.0000,2.0000,7.8708,0.1546,0.0000
1391.1000,0.0000,0.0000,2.0000,7.8708,0.1548,0.0000
1391.2000,0.0000,0.0000,2.0000,7.8708,0.1550,0.0000
1391.3000,0.0000,0.0000,2.0000,7.8708,0.1552,0.0000
1391.4000,0.0000,0.0000,2.0000,7.8708,0.1555,0.0000
1391.5000,0.0000,0.0000,2.0000,7.8708,0.1557,0.0000
1391.6000,0.0000,0.0000,2.0000,7.8708,0.1559,0.0000
1391.7000,0.0000,0.0000,2.0000,7.8708,0.1561,0.0000
1391.8000,0.0000,0.0000,2.0000,7.8708,0.1563,0.0000
1391.9000,0.0000,0.0000,2.0000,7.8708,0.1566,0.0000
1392.0000,0.0000,0.0000,2.0000,7.8708,0.1568,0.0000
1392.1000,0.0000,0.0000,2.0000,7.8708,0.1570,0.0000
1392.2000,0.0000,0.0000,2.0000,7.8708,0.1572,0.0000
1392.3000,0.0000,0.0000,2.0000,7.8708,0.1574,0.0000
1392.4000,0.0000,0.0000,2.0000,7.8708,0.1576,0.0000
1392.5000,0.0000,0.0000,2.0000,7.8708,0.1579,0.0000
1392.6000,0.0000,0.0000,2.0000,7.8708,0.1581,0.0000
1392.7000,0.0000,0.0000,2.0000,7.8708,0.1583,0.0000
1392.8000,0.0000,0.0000,2.0000,7.8708,0.1585,0.0000
1392.9000,0.0000,0.0000,2.0000,7.8708,0.1587,0.0000
1393.0000,0.0000,0.0000,2.0000,7.8708,0.1590,0.0000
1393.1000,0.0000,0.0000,2.0000,7.8708,0.1592,0.0000
1393.2000,0.0000,0.0000,2.0000,7.8708,0.1594,0.0000
1393.3000,0.0000,0.0000,2.0000,7.8708,0.1596,0.0000
1393.4000,0.0000,0.0000,2.0000,7.8708,0.1598,0.0000
1393.5000,0.0000,0.0000,2.0000,7.8708,0.1601,0.0000
1393.6000,0.0000,0.0000,2.0000,7.8708,0.1603,0.0000
1393.7000,0.0000,0.0000,2.0000,7.8708,0.1605,0.0000
1393.8000,0.0000,0.0000,2.0000,7.8708,0.1607,0.0000
1393.9000,0.0000,0.0000,2.0000,7.8708,0.1609,0.0000
1394.0000,0.0000,0.0000,2.0000,7.8708,0.1611,0.0000
1394.1000,0.0000,0.0000,2.0000,7.8708,0.1614,0.0000
1394.2000,0.0000,0.0000,2.0000,7.8708,0.1616,0.0000
1394.3000,0.0000,0.0000,2.0000,7.8708,0.1618,0.0000
1394.4000,0.0000,0.0000,2.0000,7.8708,0.1620,0.0000
1394.5000,0.0000,0.0000,2.0000,7.8708,0.1622,0.0000
1394.6000,0.0000,0.0000,2.0000,7.8708,0.1625,0.0000
1394.7000,0.0000,0.0000,2.0000,7.8708,0.1627,0.0000
1394.8000,0.0000,0.0000,2.0000,7.8708,0.1629,0.0000
1394.9000,0.0000,0.0000,2.0000,7.8708,0.1631,0.0000
1395.0000,0.0000,0.0000,2.0000,7.8708,0.1633,0.0000
1395.1000,0.0000,0.0000,2.0000,7.8708,0.1635,0.0000
1395.2000,0.0000,0.0000,2.0000,7.8708,0.1638,0.0000
1395.3000,0.0000,0.0000,2.0000,7.8708,0.1640,0.0000
1395.4000,0.0000,0.0000,2.0000,7.8708,0.1642,0.0000
1395.5000,0.0000,0.0000,2.0000,7.8708,0.1644,0.0000
1395.6000,0.0000,0.0000,2.0000,7.8708,0.1646,0.0000
1395.7000,0.0000,0.0000,2.0000,7.8708,0.1649,0.0000
1395.8000,0.0000,0.0000,2.0000,7.8708,0.1651,0.0000
1395.9000,0.0000,0.0000,2.0000,7.8708,0.1653,0.0000
1396.0000,0.0000,0.0000,2.0000,7.8708,0.1655,0.0000
1396.1000,0.0000,0.0000,2.0000,7.8708,0.1657,0.0000
1396.2000,0.0000,0.0000,2.0000,7.8708,0.1660,0.0000
1396.3000,0.0000,0.0000,2.0000,7.8708,0.1662,0.0000
1396.4000,0.0000,0.0000,2.0000,7.8708,0.1664,0.0000
1396.5000,0.0000,0.0000,2.0000,7.8708,0.1666,0.0000
1396.6000,0.0000,0.0000,2.0000,7.8708,0.1668,0.0000
1396.7000,0.0000,0.0000,2.0000,7.8708,0.1670,0.0000
1396.8000,0.0000,0.0000,2.0000,7.8708,0.1673,0.0000
1396.9000,0.0000,0.0000,2.0000,7.8708,0.1675,0.0000
1397.0000,0.0000,0.0000,2.0000,7.8708,0.1677,0.0000
1397.1000,0.0000,0.0000,2.0000,7.8708,0.1679,0.0000
1397.2000,0.0000,0.0000,2.0000,7.8708,0.1681,0.0000
1397.3000,0.0000,0.0000,2.0000,7.8708,0.1684,0.0000
1397.4000,0.0000,0.0000,2.0000,7.8708,0.1686,0.0000
1397.5000,0.0000,0.0000,2.0000,7.8708,0.1688,0.0000
1397.6000,0.0000,0.0000,2.0000,7.8708,0.1690,0.0000
1397.7000,0.0000,0.0000,2.0000,7.8708,0.1692,0.0000
1397.8000,0.0000,0.0000,2.0000,7.8708,0.1695,0.0000
1397.9000,0.0000,0.0000,2.0000,7.8708,0.1697,0.0000
1398.0000,0.0000,0.0000,2.0000,7.8708,0.1699,0.0000
1398.1000,0.0000,0.0000,2.0000,7.8708,0.1701,0.0000
1398.2000,0.0000,0.0000,2.0000,7.8708,0.1703,0.0000
1398.3000,0.0000,0.0000,2.0000,7.8708,0.1705,0.0000
1398.4000,0.0000,0.0000,2.0000,7.8708,0.1708,0.0000
1398.5000,0.0000,0.0000,2.0000,7.8708,0.1710,0.0000
1398.6000,0.0000,0.0000,2.0000,7.8708,0.1712,0.0000
1398.7000,0.0000,0.0000,2.0000,7.8708,0.1714,0.0000
1398.8000,0.0000,0.0000,2.0000,7.8708,0.1716,0.0000
1398.9000,0.0000,0.0000,2.0000,7.8708,0.1719,0.0000
1399.0000,0.0000,0.0000,2.0000,7.8708,0.1721,0.0000
1399.1000,0.0000,0.0000,2.0000,7.8708,0.1723,0.0000
1399.2000,0.0000,0.0000,2.0000,7.8708,0.1725,0.0000
1399.3000,0.0000,0.0000,2.0000,7.8708,0.1727,0.0000
1399.4000,0.0000,0.0000,2.0000,7.8708,0.1729,0.0000
1399.5000,0.0000,0.0000,2.0000,7.8708,0.1732,0.0000
1399.6000,0.0000,0.0000,2.0000,7.8708,0.1734,0.0000
1399.7000,0.0000,0.0000,2.0000,7.8708,0.1736,0.0000
1399.8000,0.0000,0.0000,2.0000,7.8708,0.1738,0.0000
1399.9000,0.0000,0.0000,2.0000,7.8708,0.1740,0.0000
1400.0000,0.0000,0.0000,2.0000,7.8708,0.1743,0.0000
1400.1000,0.0000,0.0000,2.0000,7.8708,0.1745,0.0000
1400.2000,0.0000,0.0000,2.0000,7.8708,0.1747,0.0000
1400.3000,0.0000,0.0000,2.0000,7.8708,0.1749,0.0000
1400.4000,0.0000,0.0000,2.0000,7.8708,0.1751,0.0000
1400.5000,0.0000,0.0000,2.0000,7.8708,0.1754,0.0000
1400.6000,0.0000,0.0000,2.0000,7.8708,0.1756,0.0000
1400.7000,0.0000,0.0000,2.0000,7.8708,0.1758,0.0000
1400.8000,0.0000,0.0000,2.0000,7.8708,0.1760,0.0000
1400.9000,0.0000,0.0000,2.0000,7.8708,0.1762,0.0000
1401.0000,0.0000,0.0000,2.0000,7.8708,0.1764,0.0000
1401.1000,0.0000,0.0000,2.0000,7.8708,0.1767,0.0000
1401.2000,0.0000,0.0000,2.0000,7.8708,0.1769,0.0000
1401.3000,0.0000,0.0000,2.0000,7.8708,0.1771,0.0000
1401.4000,0.0000,0.0000,2.0000,7.8708,0.1773,0.0000
1401.5000,0.0000,0.0000,2.0000,7.8708,0.1775,0.0000
1401.6000,0.0000,0.0000,2.0000,7.8708,0.1778,0.0000
1401.7000,0.0000,0.0000,2.0000,7.8708,0.1780,0.0000
1401.8000,0.0000,0.0000,2.0000,7.8708,0.1782,0.0000
1401.9000,0.0000,0.0000,2.0000,7.8708,0.1784,0.0000
1402.0000,0.0000,0.0000,2.0000,7.8708,0.1786,0.0000
1402.1000,0.0000,0.0000,2.0000,7.8708,0.1789,0.0000
1402.2000,0.0000,0.0000,2.0000,7.8708,0.1791,0.0000
1402.3000,0.0000,0.0000,2.0000,7.8708,0.1793,0.0000
1402.4000,0.0000,0.0000,2.0000,7.8708,0.1795,0.0000
1402.5000,0.0000,0.0000,2.0000,7.8708,0.1797,0.0000
1402.6000,0.0000,0.0000,2.0000,7.8708,0.1799,0.0000
1402.7000,0.0000,0.0000,2.0000,7.8708,0.1802,0.0000
1402.8000,0.0000,0.0000,2.0000,7.8708,0.1804,0.0000
1402.9000,0.0000,0.0000,2.0000,7.8708,0.1806,0.0000
1403.0000,0.0000,0.0000,2.0000,7.8708,0.1808,0.0000
1403.1000,0.0000,0.0000,2.0000,7.8708,0.1810,0.0000
1403.2000,0.0000,0.0000,2.0000,7.8708,0.1813,0.0000
1403.3000,0.0000,0.0000,2.0000,7.8708,0.1815,0.0000
1403.4000,0.0000,0.0000,2.0000,7.8708,0.1817,0.0000
1403.5000,0.0000,0.0000,2.0000,7.8708,0.1819,0.0000
1403.6000,0.0000,0.0000,2.0000,7.8708,0.1821,0.0000
1403.7000,0.0000,0.0000,2.0000,7.8708,0.1824,0.0000
1403.8000,0.0000,0.0000,2.0000,7.8708,0.1826,0.0000
1403.9000,0.0000,0.0000,2.0000,7.8708,0.1828,0.0000
1404.0000,0.0000,0.0000,2.0000,7.8708,0.1830,0.0000
1404.1000,0.0000,0.0000,2.0000,7.8708,0.1832,0.0000
1404.2000,0.0000,0.0000,2.0000,7.8708,0.1834,0.0000
1404.3000,0.0000,0.0000,2.0000,7.8708,0.1837,0.0000
1404.4000,0.0000,0.0000,2.0000,7.8708,0.1839,0.0000
1404.5000,0.0000,0.0000,2.0000,7.8708,0.1841,0.0000
1404.6000,0.0000,0.0000,2.0000,7.8708,0.1843,0.0000
1404.7000,0.0000,0.0000,2.0000,7.8708,0.1845,0.0000
1404.8000,0.0000,0.0000,2.0000,7.8708,0.1848,0.0000
1404.9000,0.0000,0.0000,2.0000,7.8708,0.1850,0.0000
1405.0000,0.0000,0.0000,2.0000,7.8708,0.1852,0.0000
1405.1000,0.0000,0.0000,2.0000,7.8708,0.1854,0.0000
1405.2000,0.0000,0.0000,2.0000,7.8708,0.1856,0.0000
1405.3000,0.0000,0.0000,2.0000,7.8708,0.1858,0.0000
1405.4000,0.0000,0.0000,2.0000,7.8708,0.1861,0.0000
1405.5000,0.0000,0.0000,2.0000,7.8708,0.1863,0.0000
1405.6000,0.0000,0.0000,2.0000,7.8708,0.1865,0.0000
1405.7000,0.0000,0.0000,2.0000,7.8708,0.1867,0.0000
1405.8000,0.0000,0.0000,2.0000,7.8708,0.1869,0.0000
1405.9000,0.0000,0.0000,2.0000,7.8708,0.1872,0.0000
1406.0000,0.0000,0.0000,2.0000,7.8708,0.1874,0.0000
1406.1000,0.0000,0.0000,2.0000,7.8708,0.1876,0.0000
1406.2000,0.0000,0.0000,2.0000,7.8708,0.1878,0.0000
1406.3000,0.0000,0.0000,2.0000,7.8708,0.1880,0.0000
1406.4000,0.0000,0.0000,2.0000,7.8708,0.1883,0.0000
1406.5000,0.0000,0.0000,2.0000,7.8708,0.1885,0.0000
1406.6000,0.0000,0.0000,2.0000,7.8708,0.1887,0.0000
1406.7000,0.0000,0.0000,2.0000,7.8708,0.1889,0.0000
1406.8000,0.0000,0.0000,2.0000,7.8708,0.1891,0.0000
1406.9000,0.0000,0.0000,2.0000,7.8708,0.1893,0.0000
1407.0000,0.0000,0.0000,2.0000,7.8708,0.1896,0.0000
1407.1000,0.0000,0.0000,2.0000,7.8708,0.1898,0.0000
1407.2000,0.0000,0.0000,2.0000,7.8708,0.1900,0.0000
1407.3000,0.0000,0.0000,2.0000,7.8708,0.1902,0.0000
1407.4000,0.0000,0.0000,2.0000,7.8708,0.1904,0.0000
1407.5000,0.0000,0.0000,2.0000,7.8708,0.1907,0.0000
1407.6000,0.0000,0.0000,2.0000,7.8708,0.1909,0.0000
1407.7000,0.0000,0.0000,2.0000,7.8708,0.1911,0.0000
1407.8000,0.0000,0.0000,2.0000,7.8708,0.1913,0.0000
1407.9000,0.0000,0.0000,2.0000,7.8708,0.1915,0.0000
1408.0000,0.0000,0.0000,2.0000,7.8708,0.1918,0.0000
1408.1000,0.0000,0.0000,2.0000,7.8708,0.1920,0.0000
1408.2000,0.0000,0.0000,2.0000,7.8708,0.1922,0.0000
1408.3000,0.0000,0.0000,2.0000,7.8708,0.1924,0.0000
1408.4000,0.0000,0.0000,2.0000,7.8708,0.1926,0.0000
1408.5000,0.0000,0.0000,2.0000,7.8708,0.1928,0.0000
1408.6000,0.0000,0.0000,2.0000,7.8708,0.1931,0.0000
1408.7000,0.0000,0.0000,2.0000,7.8708,0.1933,0.0000
1408.8000,0.0000,0.0000,2.0000,7.8708,0.1935,0.0000
1408.9000,0.0000,0.0000,2.0000,7.8708,0.1937,0.0000
1409.0000,0.0000,0.0000,2.0000,7.8708,0.1939,0.0000
1409.1000,0.0000,0.0000,2.0000,7.8708,0.1942,0.0000
1409.2000,0.0000,0.0000,2.0000,7.8708,0.1944,0.0000
1409.3000,0.0000,0.0000,2.0000,7.8708,0.1946,0.0000
1409.4000,0.0000,0.0000,2.0000,7.8708,0.1948,0.0000
1409.5000,0.0000,0.0000,2.0000,7.8708,0.1950,0.0000
1409.6000,0.0000,0.0000,2.0000,7.8708,0.1952,0.0000
1409.7000,0.0000,0.0000,2.0000,7.8708,0.1955,0.0000
1409.8000,0.0000,0.0000,2.0000,7.8708,0.1957,0.0000
1409.9000,0.0000,0.0000,2.0000,7.8708,0.1959,0.0000
1410.0000,0.0000,0.0000,2.0000,7.8708,0.1961,0.0000
1410.1000,0.0000,0.0000,2.0000,7.8708,0.1963,0.0000
1410.2000,0.0000,0.0000,2.0000,7.8708,0.1966,0.0000
1410.3000,0.0000,0.0000,2.0000,7.8708,0.1968,0.0000
1410.4000,0.0000,0.0000,2.0000,7.8708,0.1970,0.0000
1410.5000,0.0000,0.0000,2.0000,7.8708,0.1972,0.0000
1410.6000,0.0000,0.0000,2.0000,7.8708,0.1974,0.0000
1410.7000,0.0000,0.0000,2.0000,7.8708,0.1977,0.0000
1410.8000,0.0000,0.0000,2.0000,7.8708,0.1979,0.0000
1410.9000,0.0000,0.0000,2.0000,7.8708,0.1981,0.0000
1411.0000,0.0000,0.0000,2.0000,7.8708,0.1983,0.0000
1411.1000,0.0000,0.0000,2.0000,7.8708,0.1985,0.0000
1411.2000,0.0000,0.0000,2.0000,7.8708,0.1987,0.0000
1411.3000,0.0000,0.0000,2.0000,7.8708,0.1990,0.0000
1411.4000,0.0000,0.0000,2.0000,7.8708,0.1992,0.0000
1411.5000,0.0000,0.0000,2.0000,7.8708,0.1994,0.0000
1411.6000,0.0000,0.0000,2.0000,7.8708,0.1996,0.0000
1411.7000,0.0000,0.0000,2.0000,7.8708,0.1998,0.0000
1411.8000,0.0000,0.0000,2.0000,7.8708,0.2001,0.0000
1411.9000,0.0000,0.0000,2.0000,7.8708,0.2003,0.0000
1412.0000,0.0000,0.0000,2.0000,7.8708,0.2005,0.0000
1412.1000,0.0000,0.0000,2.0000,7.8708,0.2007,0.0000
1412.2000,0.0000,0.0000,2.0000,7.8708,0.2009,0.0000
1412.3000,0.0000,0.0000,2.0000,7.8708,0.2012,0.0000
1412.4000,0.0000,0.0000,2.0000,7.8708,0.2014,0.0000
1412.5000,0.0000,0.0000,2.0000,7.8708,0.2016,0.0000
1412.6000,0.0000,0.0000,2.0000,7.8708,0.2018,0.0000
1412.7000,0.0000,0.0000,2.0000,7.8708,0.2020,0.0000
1412.8000,0.0000,0.0000,2.0000,7.8708,0.2022,0.0000
1412.9000,0.0000,0.0000,2.0000,7.8708,0.2025,0.0000
1413.0000,0.0000,0.0000,2.0000,7.8708,0.2027,0.0000
1413.1000,0.0000,0.0000,2.0000,7.8708,0.2029,0.0000
1413.2000,0.0000,0.0000,2.0000,7.8708,0.2031,0.0000
1413.3000,0.0000,0.0000,2.0000,7.8708,0.2033,0.0000
1413.4000,0.0000,0.0000,2.0000,7.8708,0.2036,0.0000
1413.5000,0.0000,0.0000,2.0000,7.8708,0.2038,0.0000
1413.6000,0.0000,0.0000,2.0000,7.8708,0.2040,0.0000
1413.7000,0.0000,0.0000,2.0000,7.8708,0.2042,0.0000
1413.8000,0.0000,0.0000,2.0000,7.8708,0.2044,0.0000
1413.9000,0.0000,0.0000,2.0000,7.8708,0.2047,0.0000
1414.0000,0.0000,0.0000,2.0000,7.8708,0.2049,0.0000
1414.1000,0.0000,0.0000,2.0000,7.8708,0.2051,0.0000
1414.2000,0.0000,0.0000,2.0000,7.8708,0.2053,0.0000
1414.3000,0.0000,0.0000,2.0000,7.8708,0.2055,0.0000
1414.4000,0.0000,0.0000,2.0000,7.8708,0.2057,0.0000
1414.5000,0.0000,0.0000,2.0000,7.8708,0.2060,0.0000
1414.6000,0.0000,0.0000,2.0000,7.8708,0.2062,0.0000
1414.7000,0.0000,0.0000,2.0000,7.8708,0.2064,0.0000
1414.8000,0.0000,0.0000,2.0000,7.8708,0.2066,0.0000
1414.9000,0.0000,0.0000,2.0000,7.8708,0.2068,0.0000
1415.0000,0.0000,0.0000,2.0000,7.8708,0.2071,0.0000
1415.1000,0.0000,0.0000,2.0000,7.8708,0.2073,0.0000
1415.2000,0.0000,0.0000,2.0000,7.8708,0.2075,0.0000
1415.3000,0.0000,0.0000,2.0000,7.8708,0.2077,0.0000
1415.4000,0.0000,0.0000,2.0000,7.8708,0.2079,0.0000
1415.5000,0.0000,0.0000,2.0000,7.8708,0.2081,0.0000
1415.6000,0.0000,0.0000,2.0000,7.8708,0.2084,0.0000
1415.7000,0.0000,0.0000,2.0000,7.8708,0.2086,0.0000
1415.8000,0.0000,0.0000,2.0000,7.8708,0.2088,0.0000
1415.9000,0.0000,0.0000,2.0000,7.8708,0.2090,0.0000
1416.0000,0.0000,0.0000,2.0000,7.8708,0.2092,0.0000
1416.1000,0.0000,0.0000,2.0000,7.8708,0.2095,0.0000
1416.2000,0.0000,0.0000,2.0000,7.8708,0.2097,0.0000
1416.3000,0.0000,0.0000,2.0000,7.8708,0.2099,0.0000
1416.4000,0.0000,0.0000,2.0000,7.8708,0.2101,0.0000
1416.5000,0.0000,0.0000,2.0000,7.8708,0.2103,0.0000
1416.6000,0.0000,0.0000,2.0000,7.8708,0.2106,0.0000
1416.7000,0.0000,0.0000,2.0000,7.8708,0.2108,0.0000
1416.8000,0.0000,0.0000,2.0000,7.8708,0.2110,0.0000
1416.9000,0.0000,0.0000,2.0000,7.8708,0.2112,0.0000
1417.0000,0.0000,0.0000,2.0000,7.8708,0.2114,0.0000
1417.1000,0.0000,0.0000,2.0000,7.8708,0.2116,0.0000
1417.2000,0.0000,0.0000,2.0000,7.8708,0.2119,0.0000
1417.3000,0.0000,0.0000,2.0000,7.8708,0.2121,0.0000
1417.4000,0.0000,0.0000,2.0000,7.8708,0.2123,0.0000
1417.5000,0.0000,0.0000,2.0000,7.8708,0.2125,0.0000
1417.6000,0.0000,0.0000,2.0000,7.8708,0.2127,0.0000
1417.7000,0.0000,0.0000,2.0000,7.8708,0.2130,0.0000
1417.8000,0.0000,0.0000,2.0000,7.8708,0.2132,0.0000
1417.9000,0.0000,0.0000,2.0000,7.8708,0.2134,0.0000
1418.0000,0.0000,0.0000,2.0000,7.8708,0.2136,0.0000
1418.1000,0.0000,0.0000,2.0000,7.8708,0.2138,0.0000
1418.2000,0.0000,0.0000,2.0000,7.8708,0.2141,0.0000
1418.3000,0.0000,0.0000,2.0000,7.8708,0.2143,0.0000
1418.4000,0.0000,0.0000,2.0000,7.8708,0.2145,0.0000
1418.5000,0.0000,0.0000,2.0000,7.8708,0.2147,0.0000
1418.6000,0.0000,0.0000,2.0000,7.8708,0.2149,0.0000
1418.7000,0.0000,0.0000,2.0000,7.8708,0.2151,0.0000
1418.8000,0.0000,0.0000,2.0000,7.8708,0.2154,0.0000
1418.9000,0.0000,0.0000,2.0000,7.8708,0.2156,0.0000
1419.0000,0.0000,0.0000,2.0000,7.8708,0.2158,0.0000
1419.1000,0.0000,0.0000,2.0000,7.8708,0.2160,0.0000
1419.2000,0.0000,0.0000,2.0000,7.8708,0.2162,0.0000
1419.3000,0.0000,0.0000,2.0000,7.8708,0.2165,0.0000
1419.4000,0.0000,0.0000,2.0000,7.8708,0.2167,0.0000
1419.5000,0.0000,0.0000,2.0000,7.8708,0.2169,0.0000
1419.6000,0.0000,0.0000,2.0000,7.8708,0.2171,0.0000
1419.7000,0.0000,0.0000,2.0000,7.8708,0.2173,0.0000
1419.8000,0.0000,0.0000,2.0000,7.8708,0.2176,0.0000
1419.9000,0.0000,0.0000,2.0000,7.8708,0.2178,0.0000
1420.0000,0.0000,0.0000,2.0000,7.8708,0.2180,0.0000
1420.1000,0.0000,0.0000,2.0000,7.8708,0.2182,0.0000
1420.2000,0.0000,0.0000,2.0000,7.8708,0.2184,0.0000
1420.3000,0.0000,0.0000,2.0000,7.8708,0.2186,0.0000
1420.4000,0.0000,0.0000,2.0000,7.8708,0.2189,0.0000
1420.5000,0.0000,0.0000,2.0000,7.8708,0.2191,0.0000
1420.6000,0.0000,0.0000,2.0000,7.8708,0.2193,0.0000
1420.7000,0.0000,0.0000,2.0000,7.8708,0.2195,0.0000
1420.8000,0.0000,0.0000,2.0000,7.8708,0.2197,0.0000
1420.9000,0.0000,0.0000,2.0000,7.8708,0.2200,0.0000
1421.0000,0.0000,0.0000,2.0000,7.8708,0.2202,0.0000
1421.1000,0.0000,0.0000,2.0000,7.8708,0.2204,0.0000
1421.2000,0.0000,0.0000,2.0000,7.8708,0.2206,0.0000
1421.3000,0.0000,0.0000,2.0000,7.8708,0.2208,0.0000
1421.4000,0.0000,0.0000,2.0000,7.8708,0.2210,0.0000
1421.5000,0.0000,0.0000,2.0000,7.8708,0.2213,0.0000
1421.6000,0.0000,0.0000,2.0000,7.8708,0.2215,0.0000
1421.7000,0.0000,0.0000,2.0000,7.8708,0.2217,0.0000
1421.8000,0.0000,0.0000,2.0000,7.8708,0.2219,0.0000
1421.9000,0.0000,0.0000,2.0000,7.8708,0.2221,0.0000
1422.0000,0.0000,0.0000,2.0000,7.8708,0.2224,0.0000
1422.1000,0.0000,0.0000,2.0000,7.8708,0.2226,0.0000
1422.2000,0.0000,0.0000,2.0000,7.8708,0.2228,0.0000
1422.3000,0.0000,0.0000,2.0000,7.8708,0.2230,0.0000
1422.4000,0.0000,0.0000,2.0000,7.8708,0.2232,0.0000
1422.5000,0.0000,0.0000,2.0000,7.8708,0.2235,0.0000
1422.6000,0.0000,0.0000,2.0000,7.8708,0.2237,0.0000
1422.7000,0.0000,0.0000,2.0000,7.8708,0.2239,0.0000
1422.8000,0.0000,0.0000,2.0000,7.8708,0.2241,0.0000
1422.9000,0.0000,0.0000,2.0000,7.8708,0.2243,0.0000
1423.0000,0.0000,0.0000,2.0000,7.8708,0.2245,0.0000
1423.1000,0.0000,0.0000,2.0000,7.8708,0.2248,0.0000
1423.2000,0.0000,0.0000,2.0000,7.8708,0.2250,0.0000
1423.3000,0.0000,0.0000,2.0000,7.8708,0.2252,0.0000
1423.4000,0.0000,0.0000,2.0000,7.8708,0.2254,0.0000
1423.5000,0.0000,0.0000,2.0000,7.8708,0.2256,0.0000
1423.6000,0.0000,0.0000,2.0000,7.8708,0.2259,0.0000
1423.7000,0.0000,0.0000,2.0000,7.8708,0.2261,0.0000
1423.8000,0.0000,0.0000,2.0000,7.8708,0.2263,0.0000
1423.9000,0.0000,0.0000,2.0000,7.8708,0.2265,0.0000
1424.0000,0.0000,0.0000,2.0000,7.8708,0.2267,0.0000
1424.1000,0.0000,0.0000,2.0000,7.8708,0.2270,0.0000
1424.2000,0.0000,0.0000,2.0000,7.8708,0.2272,0.0000
1424.3000,0.0000,0.0000,2.0000,7.8708,0.2274,0.0000
1424.4000,0.0000,0.0000,2.0000,7.8708,0.2276,0.0000
1424.5000,0.0000,0.0000,2.0000,7.8708,0.2278,0.0000
1424.6000,0.0000,0.0000,2.0000,7.8708,0.2280,0.0000
1424.7000,0.0000,0.0000,2.0000,7.8708,0.2283,0.0000
1424.8000,0.0000,0.0000,2.0000,7.8708,0.2285,0.0000
1424.9000,0.0000,0.0000,2.0000,7.8708,0.2287,0.0000
1425.0000,0.0000,0.0000,2.0000,7.8708,0.2289,0.0000
1425.1000,0.0000,0.0000,2.0000,7.8708,0.2291,0.0000
1425.2000,0.0000,0.0000,2.0000,7.8708,0.2294,0.0000
1425.3000,0.0000,0.0000,2.0000,7.8708,0.2296,0.0000
1425.4000,0.0000,0.0000,2.0000,7.8708,0.2298,0.0000
1425.5000,0.0000,0.0000,2.0000,7.8708,0.2300,0.0000
1425.6000,0.0000,0.0000,2.0000,7.8708,0.2302,0.0000
1425.7000,0.0000,0.0000,2.0000,7.8708,0.2304,0.0000
1425.8000,0.0000,0.0000,2.0000,7.8708,0.2307,0.0000
1425.9000,0.0000,0.0000,2.0000,7.8708,0.2309,0.0000
1426.0000,0.0000,0.0000,2.0000,7.8708,0.2311,0.0000
1426.1000,0.0000,0.0000,2.0000,7.8708,0.2313,0.0000
1426.2000,0.0000,0.0000,2.0000,7.8708,0.2315,0.0000
1426.3000,0.0000,0.0000,2.0000,7.8708,0.2318,0.0000
1426.4000,0.0000,0.0000,2.0000,7.8708,0.2320,0.0000
1426.5000,0.0000,0.0000,2.0000,7.8708,0.2322,0.0000
1426.6000,0.0000,0.0000,2.0000,7.8708,0.2324,0.0000
1426.7000,0.0000,0.0000,2.0000,7.8708,0.2326,0.0000
1426.8000,0.0000,0.0000,2.0000,7.8708,0.2329,0.0000
1426.9000,0.0000,0.0000,2.0000,7.8708,0.2331,0.0000
1427.0000,0.0000,0.0000,2.0000,7.8708,0.2333,0.0000
1427.1000,0.0000,0.0000,2.0000,7.8708,0.2335,0.0000
1427.2000,0.0000,0.0000,2.0000,7.8708,0.2337,0.0000
1427.3000,0.0000,0.0000,2.0000,7.8708,0.2339,0.0000
1427.4000,0.0000,0.0000,2.0000,7.8708,0.2342,0.0000
1427.5000,0.0000,0.0000,2.0000,7.8708,0.2344,0.0000
1427.6000,0.0000,0.0000,2.0000,7.8708,0.2346,0.0000
1427.7000,0.0000,0.0000,2.0000,7.8708,0.2348,0.0000
1427.8000,0.0000,0.0000,2.0000,7.8708,0.2350,0.0000
1427.9000,0.2044,0.2545,2.2940,7.5856,0.2353,0.0000
1428.0000,0.4089,0.5827,2.6732,7.2178,0.2355,0.0000
1428.1000,0.6815,1.2171,3.4061,6.5069,0.2357,0.0000
1428.2000,1.0222,2.0102,4.3222,5.6182,0.2358,0.0000
1428.3000,1.3629,2.6802,5.0962,4.8674,0.2360,0.0000
