rpm,T_shaft_Nm,feasible,P_shaft_kW,P_dc_kW,P_cu_kW,P_fe_kW,P_fw_kW,P_inv_kW,I_amp_A,eta
0.0,435.0,0,,,,,,,,
0.0,450.0,0,,,,,,,,
0.0,465.0,0,,,,,,,,
0.0,480.0,0,,,,,,,,
0.0,495.0,0,,,,,,,,
0.0,510.0,0,,,,,,,,
0.0,525.0,0,,,,,,,,
0.0,540.0,0,,,,,,,,
100.0,-540.0,0,,,,,,,,
100.0,-525.0,1,-5.498,1.932,6.1206,0.1153,0.0037,1.1901,446.5,0.0
100.0,-510.0,1,-5.341,1.824,5.8921,0.1115,0.0037,1.1577,438.0,0.0
100.0,-495.0,1,-5.184,1.718,5.6649,0.1077,0.0037,1.1253,429.5,0.0
100.0,-480.0,1,-5.027,1.613,5.4389,0.1039,0.0037,1.0929,420.9,0.0
100.0,-465.0,1,-4.869,1.509,5.2143,0.1002,0.0037,1.0605,412.1,0.0
100.0,-450.0,1,-4.712,1.407,4.9912,0.0965,0.0037,1.0281,403.2,0.0
100.0,-435.0,1,-4.555,1.306,4.7695,0.0928,0.0037,0.9957,394.1,0.0
100.0,-420.0,1,-4.398,1.207,4.5495,0.0892,0.0037,0.9632,384.9,0.0
100.0,-405.0,1,-4.241,1.11,4.331,0.0856,0.0037,0.9307,375.6,0.0
100.0,-390.0,1,-4.084,1.014,4.1144,0.082,0.0037,0.8982,366.0,0.0
100.0,-375.0,1,-3.927,0.92,3.8996,0.0785,0.0037,0.8657,356.4,0.0
100.0,-360.0,1,-3.77,0.829,3.6867,0.0749,0.0037,0.8331,346.5,0.0
100.0,-345.0,1,-3.613,0.739,3.4759,0.0715,0.0037,0.8006,336.4,0.0
100.0,-330.0,1,-3.456,0.651,3.2673,0.068,0.0037,0.768,326.2,0.0
100.0,-315.0,1,-3.299,0.566,3.061,0.0646,0.0037,0.7353,315.7,0.0
100.0,-300.0,1,-3.142,0.483,2.8572,0.0613,0.0037,0.7027,305.0,0.0
100.0,-285.0,1,-2.985,0.403,2.6561,0.058,0.0037,0.67,294.1,0.0
100.0,-270.0,1,-2.827,0.326,2.4579,0.0547,0.0037,0.6373,282.9,0.0
100.0,-255.0,1,-2.67,0.252,2.2627,0.0516,0.0037,0.6046,271.5,0.0
100.0,-240.0,1,-2.513,0.182,2.0709,0.0484,0.0037,0.5718,259.7,0.0
100.0,-225.0,1,-2.356,0.115,1.8827,0.0454,0.0037,0.539,247.6,0.0
100.0,-210.0,1,-2.199,0.052,1.6985,0.0424,0.0037,0.5062,235.2,0.0
100.0,-195.0,1,-2.042,-0.007,1.5187,0.0394,0.0037,0.4734,222.4,0.0033
100.0,-180.0,1,-1.885,-0.06,1.3436,0.0366,0.0037,0.4406,209.2,0.0321
100.0,-165.0,1,-1.728,-0.109,1.1739,0.0339,0.0037,0.4077,195.5,0.0629
100.0,-150.0,1,-1.571,-0.151,1.0102,0.0312,0.0037,0.3748,181.4,0.096
100.0,-135.0,1,-1.414,-0.186,0.8531,0.0287,0.0037,0.342,166.7,0.1317
100.0,-120.0,1,-1.257,-0.214,0.7037,0.0264,0.0037,0.3092,151.4,0.1701
100.0,-105.0,1,-1.1,-0.232,0.5631,0.0241,0.0037,0.2764,135.4,0.2112
100.0,-90.0,1,-0.942,-0.24,0.4327,0.0221,0.0037,0.2437,118.7,0.255
100.0,-75.0,1,-0.785,-0.236,0.3143,0.0202,0.0037,0.2113,101.2,0.3004
100.0,-60.0,1,-0.628,-0.217,0.2101,0.0186,0.0037,0.1791,82.7,0.3451
100.0,-45.0,1,-0.471,-0.18,0.123,0.0173,0.0037,0.1475,63.3,0.3814
100.0,-30.0,1,-0.314,-0.121,0.0566,0.0163,0.0037,0.1167,42.9,0.3849
100.0,-15.0,1,-0.157,-0.036,0.0145,0.0157,0.0037,0.0873,21.7,0.2288
100.0,0.0,1,0.0,0.079,0.0,0.0155,0.0037,0.06,0.0,0.0
100.0,15.0,1,0.157,0.278,0.0145,0.0157,0.0037,0.0873,21.7,0.5646
100.0,30.0,1,0.314,0.507,0.0566,0.0163,0.0037,0.1167,42.9,0.6191
100.0,45.0,1,0.471,0.763,0.123,0.0173,0.0037,0.1475,63.3,0.6178
100.0,60.0,1,0.628,1.04,0.2101,0.0186,0.0037,0.1791,82.7,0.6043
100.0,75.0,1,0.785,1.335,0.3143,0.0202,0.0037,0.2113,101.2,0.5884
100.0,90.0,1,0.942,1.645,0.4327,0.0221,0.0037,0.2437,118.7,0.5731
100.0,105.0,1,1.1,1.967,0.5631,0.0241,0.0037,0.2764,135.4,0.559
100.0,120.0,1,1.257,2.3,0.7037,0.0264,0.0037,0.3092,151.4,0.5465
100.0,135.0,1,1.414,2.641,0.8531,0.0287,0.0037,0.342,166.7,0.5352
100.0,150.0,1,1.571,2.991,1.0102,0.0312,0.0037,0.3748,181.4,0.5252
100.0,165.0,1,1.728,3.347,1.1739,0.0339,0.0037,0.4077,195.5,0.5162
100.0,180.0,1,1.885,3.709,1.3436,0.0366,0.0037,0.4406,209.2,0.5082
100.0,195.0,1,2.042,4.077,1.5187,0.0394,0.0037,0.4734,222.4,0.5008
100.0,210.0,1,2.199,4.45,1.6985,0.0424,0.0037,0.5062,235.2,0.4942
100.0,225.0,1,2.356,4.827,1.8827,0.0454,0.0037,0.539,247.6,0.4881
100.0,240.0,1,2.513,5.208,2.0709,0.0484,0.0037,0.5718,259.7,0.4826
100.0,255.0,1,2.67,5.593,2.2627,0.0516,0.0037,0.6046,271.5,0.4775
100.0,270.0,1,2.827,5.981,2.4579,0.0547,0.0037,0.6373,282.9,0.4727
100.0,285.0,1,2.985,6.372,2.6561,0.058,0.0037,0.67,294.1,0.4684
100.0,300.0,1,3.142,6.766,2.8572,0.0613,0.0037,0.7027,305.0,0.4643
100.0,315.0,1,3.299,7.163,3.061,0.0646,0.0037,0.7353,315.7,0.4605
100.0,330.0,1,3.456,7.563,3.2673,0.068,0.0037,0.768,326.2,0.4569
100.0,345.0,1,3.613,7.964,3.4759,0.0715,0.0037,0.8006,336.4,0.4536
100.0,360.0,1,3.77,8.368,3.6867,0.0749,0.0037,0.8331,346.5,0.4505
100.0,375.0,1,3.927,8.774,3.8996,0.0785,0.0037,0.8657,356.4,0.4476
100.0,390.0,1,4.084,9.182,4.1144,0.082,0.0037,0.8982,366.0,0.4448
100.0,405.0,1,4.241,9.592,4.331,0.0856,0.0037,0.9307,375.6,0.4421
100.0,420.0,1,4.398,10.004,4.5495,0.0892,0.0037,0.9632,384.9,0.4397
100.0,435.0,1,4.555,10.417,4.7695,0.0928,0.0037,0.9957,394.1,0.4373
100.0,450.0,1,4.712,10.832,4.9912,0.0965,0.0037,1.0281,403.2,0.435
100.0,465.0,1,4.869,11.248,5.2143,0.1002,0.0037,1.0605,412.1,0.4329
100.0,480.0,1,5.027,11.666,5.4389,0.1039,0.0037,1.0929,420.9,0.4309
100.0,495.0,1,5.184,12.085,5.6649,0.1077,0.0037,1.1253,429.5,0.4289
100.0,510.0,1,5.341,12.506,5.8921,0.1115,0.0037,1.1577,438.0,0.4271
100.0,525.0,1,5.498,12.927,6.1206,0.1153,0.0037,1.1901,446.5,0.4253
100.0,540.0,0,,,,,,,,
200.0,-540.0,0,,,,,,,,
200.0,-525.0,1,-10.996,-3.443,6.1224,0.2329,0.0073,1.1901,446.5,0.3131
200.0,-510.0,1,-10.681,-3.397,5.8938,0.2252,0.0073,1.1577,438.0,0.3181
200.0,-495.0,1,-10.367,-3.35,5.6665,0.2176,0.0073,1.1253,429.5,0.3232
200.0,-480.0,1,-10.053,-3.302,5.4405,0.21,0.0073,1.0929,420.9,0.3285
200.0,-465.0,1,-9.739,-3.253,5.2158,0.2025,0.0073,1.0605,412.1,0.334
200.0,-450.0,1,-9.425,-3.202,4.9926,0.195,0.0073,1.0281,403.2,0.3397
200.0,-435.0,1,-9.111,-3.149,4.7709,0.1876,0.0073,0.9957,394.1,0.3457
200.0,-420.0,1,-8.796,-3.095,4.5508,0.1802,0.0073,0.9632,384.9,0.3518
200.0,-405.0,1,-8.482,-3.039,4.3323,0.1729,0.0073,0.9307,375.6,0.3583
200.0,-390.0,1,-8.168,-2.981,4.1156,0.1657,0.0073,0.8982,366.0,0.365
200.0,-375.0,1,-7.854,-2.922,3.9007,0.1585,0.0073,0.8657,356.4,0.372
200.0,-360.0,1,-7.54,-2.86,3.6878,0.1514,0.0073,0.8331,346.5,0.3793
200.0,-345.0,1,-7.226,-2.796,3.4769,0.1444,0.0073,0.8006,336.4,0.387
200.0,-330.0,1,-6.912,-2.731,3.2682,0.1375,0.0073,0.768,326.2,0.3951
200.0,-315.0,1,-6.597,-2.662,3.0619,0.1306,0.0073,0.7353,315.7,0.4035
200.0,-300.0,1,-6.283,-2.591,2.858,0.1239,0.0073,0.7027,305.0,0.4124
200.0,-285.0,1,-5.969,-2.518,2.6569,0.1172,0.0073,0.67,294.1,0.4218
200.0,-270.0,1,-5.655,-2.441,2.4586,0.1106,0.0073,0.6373,282.9,0.4317
200.0,-255.0,1,-5.341,-2.361,2.2634,0.1042,0.0073,0.6046,271.5,0.4421
200.0,-240.0,1,-5.027,-2.278,2.0715,0.0978,0.0073,0.5718,259.7,0.4532
200.0,-225.0,1,-4.712,-2.191,1.8833,0.0917,0.0073,0.539,247.6,0.465
200.0,-210.0,1,-4.398,-2.1,1.699,0.0856,0.0073,0.5062,235.2,0.4775
200.0,-195.0,1,-4.084,-2.004,1.5191,0.0797,0.0073,0.4734,222.4,0.4908
200.0,-180.0,1,-3.77,-1.904,1.344,0.074,0.0073,0.4406,209.2,0.5051
200.0,-165.0,1,-3.456,-1.798,1.1743,0.0685,0.0073,0.4077,195.5,0.5203
200.0,-150.0,1,-3.142,-1.686,1.0105,0.0631,0.0073,0.3748,181.4,0.5366
200.0,-135.0,1,-2.827,-1.567,0.8534,0.0581,0.0073,0.342,166.7,0.5541
200.0,-120.0,1,-2.513,-1.44,0.7039,0.0533,0.0073,0.3092,151.4,0.5728
200.0,-105.0,1,-2.199,-1.303,0.5633,0.0488,0.0073,0.2764,135.4,0.5927
200.0,-90.0,1,-1.885,-1.156,0.4328,0.0446,0.0073,0.2437,118.7,0.6135
200.0,-75.0,1,-1.571,-0.997,0.3144,0.0409,0.0073,0.2113,101.2,0.6347
200.0,-60.0,1,-1.257,-0.822,0.2102,0.0377,0.0073,0.1791,82.7,0.6544
200.0,-45.0,1,-0.942,-0.63,0.1231,0.035,0.0073,0.1475,63.3,0.668
200.0,-30.0,1,-0.628,-0.415,0.0566,0.033,0.0073,0.1167,42.9,0.6601
200.0,-15.0,1,-0.314,-0.173,0.0145,0.0317,0.0073,0.0873,21.7,0.5517
200.0,0.0,1,0.0,0.099,0.0,0.0313,0.0073,0.06,0.0,0.0
200.0,15.0,1,0.314,0.455,0.0145,0.0317,0.0073,0.0873,21.7,0.6905
200.0,30.0,1,0.628,0.842,0.0566,0.033,0.0073,0.1167,42.9,0.7463
200.0,45.0,1,0.942,1.255,0.1231,0.035,0.0073,0.1475,63.3,0.7508
200.0,60.0,1,1.257,1.691,0.2102,0.0377,0.0073,0.1791,82.7,0.7432
200.0,75.0,1,1.571,2.145,0.3144,0.0409,0.0073,0.2113,101.2,0.7324
200.0,90.0,1,1.885,2.613,0.4328,0.0446,0.0073,0.2437,118.7,0.7212
200.0,105.0,1,2.199,3.095,0.5633,0.0488,0.0073,0.2764,135.4,0.7106
200.0,120.0,1,2.513,3.587,0.7039,0.0533,0.0073,0.3092,151.4,0.7007
200.0,135.0,1,2.827,4.088,0.8534,0.0581,0.0073,0.342,166.7,0.6916
200.0,150.0,1,3.142,4.597,1.0105,0.0631,0.0073,0.3748,181.4,0.6833
200.0,165.0,1,3.456,5.114,1.1743,0.0685,0.0073,0.4077,195.5,0.6758
200.0,180.0,1,3.77,5.636,1.344,0.074,0.0073,0.4406,209.2,0.6689
200.0,195.0,1,4.084,6.164,1.5191,0.0797,0.0073,0.4734,222.4,0.6626
200.0,210.0,1,4.398,6.696,1.699,0.0856,0.0073,0.5062,235.2,0.6568
200.0,225.0,1,4.712,7.234,1.8833,0.0917,0.0073,0.539,247.6,0.6514
200.0,240.0,1,5.027,7.775,2.0715,0.0978,0.0073,0.5718,259.7,0.6465
200.0,255.0,1,5.341,8.32,2.2634,0.1042,0.0073,0.6046,271.5,0.6419
200.0,270.0,1,5.655,8.869,2.4586,0.1106,0.0073,0.6373,282.9,0.6376
200.0,285.0,1,5.969,9.42,2.6569,0.1172,0.0073,0.67,294.1,0.6336
200.0,300.0,1,6.283,9.975,2.858,0.1239,0.0073,0.7027,305.0,0.6299
200.0,315.0,1,6.597,10.533,3.0619,0.1306,0.0073,0.7353,315.7,0.6264
200.0,330.0,1,6.912,11.092,3.2682,0.1375,0.0073,0.768,326.2,0.6231
200.0,345.0,1,7.226,11.655,3.4769,0.1444,0.0073,0.8006,336.4,0.62
200.0,360.0,1,7.54,12.219,3.6878,0.1514,0.0073,0.8331,346.5,0.617
200.0,375.0,1,7.854,12.786,3.9007,0.1585,0.0073,0.8657,356.4,0.6143
200.0,390.0,1,8.168,13.355,4.1156,0.1657,0.0073,0.8982,366.0,0.6116
200.0,405.0,1,8.482,13.926,4.3323,0.1729,0.0073,0.9307,375.6,0.6091
200.0,420.0,1,8.796,14.498,4.5508,0.1802,0.0073,0.9632,384.9,0.6067
200.0,435.0,1,9.111,15.072,4.7709,0.1876,0.0073,0.9957,394.1,0.6045
200.0,450.0,1,9.425,15.648,4.9926,0.195,0.0073,1.0281,403.2,0.6023
200.0,465.0,1,9.739,16.225,5.2158,0.2025,0.0073,1.0605,412.1,0.6002
200.0,480.0,1,10.053,16.804,5.4405,0.21,0.0073,1.0929,420.9,0.5983
200.0,495.0,1,10.367,17.384,5.6665,0.2176,0.0073,1.1253,429.5,0.5964
200.0,510.0,1,10.681,17.966,5.8938,0.2252,0.0073,1.1577,438.0,0.5946
200.0,525.0,1,10.996,18.548,6.1224,0.2329,0.0073,1.1901,446.5,0.5928
200.0,540.0,0,,,,,,,,
300.0,-540.0,0,,,,,,,,
300.0,-525.0,1,-16.493,-8.814,6.1254,0.3529,0.011,1.1901,446.5,0.5344
300.0,-510.0,1,-16.022,-8.615,5.8967,0.3413,0.011,1.1577,438.0,0.5377
300.0,-495.0,1,-15.551,-8.416,5.6692,0.3297,0.011,1.1253,429.5,0.5412
300.0,-480.0,1,-15.08,-8.214,5.4431,0.3182,0.011,1.0929,420.9,0.5447
300.0,-465.0,1,-14.608,-8.012,5.2184,0.3068,0.011,1.0605,412.1,0.5484
300.0,-450.0,1,-14.137,-7.808,4.995,0.2955,0.011,1.0281,403.2,0.5523
300.0,-435.0,1,-13.666,-7.602,4.7732,0.2843,0.011,0.9957,394.1,0.5563
300.0,-420.0,1,-13.195,-7.394,4.553,0.2731,0.011,0.9632,384.9,0.5604
300.0,-405.0,1,-12.723,-7.185,4.3344,0.2621,0.011,0.9307,375.6,0.5647
300.0,-390.0,1,-12.252,-6.974,4.1176,0.2511,0.011,0.8982,366.0,0.5692
300.0,-375.0,1,-11.781,-6.761,3.9026,0.2402,0.011,0.8657,356.4,0.5739
300.0,-360.0,1,-11.31,-6.547,3.6895,0.2295,0.011,0.8331,346.5,0.5788
300.0,-345.0,1,-10.838,-6.33,3.4786,0.2188,0.011,0.8006,336.4,0.584
300.0,-330.0,1,-10.367,-6.11,3.2698,0.2083,0.011,0.768,326.2,0.5894
300.0,-315.0,1,-9.896,-5.888,3.0634,0.1979,0.011,0.7353,315.7,0.595
300.0,-300.0,1,-9.425,-5.664,2.8594,0.1877,0.011,0.7027,305.0,0.601
300.0,-285.0,1,-8.954,-5.437,2.6582,0.1776,0.011,0.67,294.1,0.6072
300.0,-270.0,1,-8.482,-5.207,2.4598,0.1676,0.011,0.6373,282.9,0.6138
300.0,-255.0,1,-8.011,-4.973,2.2645,0.1579,0.011,0.6046,271.5,0.6208
300.0,-240.0,1,-7.54,-4.736,2.0725,0.1483,0.011,0.5718,259.7,0.6282
300.0,-225.0,1,-7.069,-4.495,1.8842,0.1389,0.011,0.539,247.6,0.636
300.0,-210.0,1,-6.597,-4.251,1.6999,0.1297,0.011,0.5062,235.2,0.6443
300.0,-195.0,1,-6.126,-4.001,1.5199,0.1208,0.011,0.4734,222.4,0.6531
300.0,-180.0,1,-5.655,-3.747,1.3447,0.1121,0.011,0.4406,209.2,0.6625
300.0,-165.0,1,-5.184,-3.486,1.1748,0.1037,0.011,0.4077,195.5,0.6726
300.0,-150.0,1,-4.712,-3.22,1.0109,0.0957,0.011,0.3748,181.4,0.6833
300.0,-135.0,1,-4.241,-2.946,0.8538,0.088,0.011,0.342,166.7,0.6947
300.0,-120.0,1,-3.77,-2.665,0.7043,0.0807,0.011,0.3092,151.4,0.7068
300.0,-105.0,1,-3.299,-2.374,0.5635,0.0739,0.011,0.2764,135.4,0.7196
300.0,-90.0,1,-2.827,-2.072,0.433,0.0676,0.011,0.2437,118.7,0.7328
300.0,-75.0,1,-2.356,-1.757,0.3145,0.062,0.011,0.2113,101.2,0.7459
300.0,-60.0,1,-1.885,-1.428,0.2103,0.0571,0.011,0.1791,82.7,0.7573
300.0,-45.0,1,-1.414,-1.079,0.1231,0.053,0.011,0.1475,63.3,0.7633
300.0,-30.0,1,-0.942,-0.708,0.0566,0.05,0.011,0.1167,42.9,0.7514
300.0,-15.0,1,-0.471,-0.31,0.0145,0.0481,0.011,0.0873,21.7,0.6586
300.0,0.0,1,0.0,0.118,0.0,0.0474,0.011,0.06,0.0,0.0
300.0,15.0,1,0.471,0.632,0.0145,0.0481,0.011,0.0873,21.7,0.7455
300.0,30.0,1,0.942,1.177,0.0566,0.05,0.011,0.1167,42.9,0.8009
300.0,45.0,1,1.414,1.748,0.1231,0.053,0.011,0.1475,63.3,0.8086
300.0,60.0,1,1.885,2.342,0.2103,0.0571,0.011,0.1791,82.7,0.8047
300.0,75.0,1,2.356,2.955,0.3145,0.062,0.011,0.2113,101.2,0.7974
300.0,90.0,1,2.827,3.583,0.433,0.0676,0.011,0.2437,118.7,0.7892
300.0,105.0,1,3.299,4.224,0.5635,0.0739,0.011,0.2764,135.4,0.781
300.0,120.0,1,3.77,4.875,0.7043,0.0807,0.011,0.3092,151.4,0.7733
300.0,135.0,1,4.241,5.536,0.8538,0.088,0.011,0.342,166.7,0.7661
300.0,150.0,1,4.712,6.205,1.0109,0.0957,0.011,0.3748,181.4,0.7595
300.0,165.0,1,5.184,6.881,1.1748,0.1037,0.011,0.4077,195.5,0.7533
300.0,180.0,1,5.655,7.563,1.3447,0.1121,0.011,0.4406,209.2,0.7477
300.0,195.0,1,6.126,8.251,1.5199,0.1208,0.011,0.4734,222.4,0.7425
300.0,210.0,1,6.597,8.944,1.6999,0.1297,0.011,0.5062,235.2,0.7376
300.0,225.0,1,7.069,9.642,1.8842,0.1389,0.011,0.539,247.6,0.7331
300.0,240.0,1,7.54,10.343,2.0725,0.1483,0.011,0.5718,259.7,0.7289
300.0,255.0,1,8.011,11.049,2.2645,0.1579,0.011,0.6046,271.5,0.7251
300.0,270.0,1,8.482,11.758,2.4598,0.1676,0.011,0.6373,282.9,0.7214
300.0,285.0,1,8.954,12.47,2.6582,0.1776,0.011,0.67,294.1,0.718
300.0,300.0,1,9.425,13.186,2.8594,0.1877,0.011,0.7027,305.0,0.7148
300.0,315.0,1,9.896,13.904,3.0634,0.1979,0.011,0.7353,315.7,0.7118
300.0,330.0,1,10.367,14.624,3.2698,0.2083,0.011,0.768,326.2,0.7089
300.0,345.0,1,10.838,15.347,3.4786,0.2188,0.011,0.8006,336.4,0.7062
300.0,360.0,1,11.31,16.073,3.6895,0.2295,0.011,0.8331,346.5,0.7037
300.0,375.0,1,11.781,16.8,3.9026,0.2402,0.011,0.8657,356.4,0.7012
300.0,390.0,1,12.252,17.53,4.1176,0.2511,0.011,0.8982,366.0,0.6989
300.0,405.0,1,12.723,18.262,4.3344,0.2621,0.011,0.9307,375.6,0.6967
300.0,420.0,1,13.195,18.995,4.553,0.2731,0.011,0.9632,384.9,0.6946
300.0,435.0,1,13.666,19.73,4.7732,0.2843,0.011,0.9957,394.1,0.6926
300.0,450.0,1,14.137,20.467,4.995,0.2955,0.011,1.0281,403.2,0.6907
300.0,465.0,1,14.608,21.205,5.2184,0.3068,0.011,1.0605,412.1,0.6889
300.0,480.0,1,15.08,21.945,5.4431,0.3182,0.011,1.0929,420.9,0.6872
300.0,495.0,1,15.551,22.686,5.6692,0.3297,0.011,1.1253,429.5,0.6855
300.0,510.0,1,16.022,23.429,5.8967,0.3413,0.011,1.1577,438.0,0.6839
300.0,525.0,1,16.493,24.173,6.1254,0.3529,0.011,1.1901,446.5,0.6823
300.0,540.0,0,,,,,,,,
400.0,-540.0,0,,,,,,,,
400.0,-525.0,1,-21.991,-14.182,6.1295,0.4753,0.0147,1.1901,446.5,0.6449
400.0,-510.0,1,-21.363,-13.83,5.9006,0.4596,0.0147,1.1577,438.0,0.6474
400.0,-495.0,1,-20.735,-13.477,5.6731,0.4441,0.0147,1.1253,429.5,0.65
400.0,-480.0,1,-20.106,-13.123,5.4468,0.4286,0.0147,1.0929,420.9,0.6527
400.0,-465.0,1,-19.478,-12.768,5.2219,0.4133,0.0147,1.0605,412.1,0.6555
400.0,-450.0,1,-18.85,-12.41,4.9984,0.398,0.0147,1.0281,403.2,0.6584
400.0,-435.0,1,-18.221,-12.052,4.7764,0.3829,0.0147,0.9957,394.1,0.6614
400.0,-420.0,1,-17.593,-11.691,4.556,0.3678,0.0147,0.9632,384.9,0.6645
400.0,-405.0,1,-16.965,-11.329,4.3373,0.3529,0.0147,0.9307,375.6,0.6678
400.0,-390.0,1,-16.336,-10.965,4.1203,0.3382,0.0147,0.8982,366.0,0.6712
400.0,-375.0,1,-15.708,-10.599,3.9052,0.3235,0.0147,0.8657,356.4,0.6747
400.0,-360.0,1,-15.08,-10.231,3.692,0.3091,0.0147,0.8331,346.5,0.6784
400.0,-345.0,1,-14.451,-9.86,3.4809,0.2947,0.0147,0.8006,336.4,0.6823
400.0,-330.0,1,-13.823,-9.488,3.272,0.2806,0.0147,0.768,326.2,0.6864
400.0,-315.0,1,-13.195,-9.113,3.0654,0.2666,0.0147,0.7353,315.7,0.6906
400.0,-300.0,1,-12.566,-8.735,2.8613,0.2528,0.0147,0.7027,305.0,0.6951
400.0,-285.0,1,-11.938,-8.354,2.6599,0.2392,0.0147,0.67,294.1,0.6998
400.0,-270.0,1,-11.31,-7.971,2.4614,0.2258,0.0147,0.6373,282.9,0.7048
400.0,-255.0,1,-10.681,-7.584,2.266,0.2126,0.0147,0.6046,271.5,0.71
400.0,-240.0,1,-10.053,-7.193,2.0739,0.1997,0.0147,0.5718,259.7,0.7155
400.0,-225.0,1,-9.425,-6.799,1.8855,0.187,0.0147,0.539,247.6,0.7213
400.0,-210.0,1,-8.796,-6.4,1.701,0.1747,0.0147,0.5062,235.2,0.7275
400.0,-195.0,1,-8.168,-5.996,1.5209,0.1627,0.0147,0.4734,222.4,0.7341
400.0,-180.0,1,-7.54,-5.588,1.3456,0.151,0.0147,0.4406,209.2,0.7411
400.0,-165.0,1,-6.912,-5.174,1.1756,0.1397,0.0147,0.4077,195.5,0.7486
400.0,-150.0,1,-6.283,-4.753,1.0116,0.1289,0.0147,0.3748,181.4,0.7565
400.0,-135.0,1,-5.655,-4.325,0.8544,0.1185,0.0147,0.342,166.7,0.7649
400.0,-120.0,1,-5.027,-3.889,0.7047,0.1087,0.0147,0.3092,151.4,0.7737
400.0,-105.0,1,-4.398,-3.444,0.5639,0.0995,0.0147,0.2764,135.4,0.783
400.0,-90.0,1,-3.77,-2.987,0.4333,0.0911,0.0147,0.2437,118.7,0.7923
400.0,-75.0,1,-3.142,-2.517,0.3147,0.0835,0.0147,0.2113,101.2,0.8013
400.0,-60.0,1,-2.513,-2.032,0.2104,0.0769,0.0147,0.1791,82.7,0.8086
400.0,-45.0,1,-1.885,-1.528,0.1232,0.0714,0.0147,0.1475,63.3,0.8107
400.0,-30.0,1,-1.257,-1.001,0.0567,0.0673,0.0147,0.1167,42.9,0.7968
400.0,-15.0,1,-0.628,-0.447,0.0145,0.0648,0.0147,0.0873,21.7,0.7115
400.0,0.0,1,0.0,0.139,0.0,0.0639,0.0147,0.06,0.0,0.0
400.0,15.0,1,0.628,0.81,0.0145,0.0648,0.0147,0.0873,21.7,0.7761
400.0,30.0,1,1.257,1.512,0.0567,0.0673,0.0147,0.1167,42.9,0.8311
400.0,45.0,1,1.885,2.242,0.1232,0.0714,0.0147,0.1475,63.3,0.8408
400.0,60.0,1,2.513,2.994,0.2104,0.0769,0.0147,0.1791,82.7,0.8393
400.0,75.0,1,3.142,3.766,0.3147,0.0835,0.0147,0.2113,101.2,0.8343
400.0,90.0,1,3.77,4.553,0.4333,0.0911,0.0147,0.2437,118.7,0.8281
400.0,105.0,1,4.398,5.353,0.5639,0.0995,0.0147,0.2764,135.4,0.8217
400.0,120.0,1,5.027,6.164,0.7047,0.1087,0.0147,0.3092,151.4,0.8155
400.0,135.0,1,5.655,6.984,0.8544,0.1185,0.0147,0.342,166.7,0.8096
